book_id,title,death_year,extent_bytes,category,matched_keywords
60567,"The epistle of Othea to Hector; or, The boke of knyghthode",1430,371556,other,
60688,"The Natural History of Pliny, Volume 5 (of 6)",79,1368572,natphil,nature
60704,"The Book of the Lover and the Beloved
Translated from the Catalan of Ramón Lull with an Introductory Essay by E. Allison Peers",1316,153443,other,
60831,"Between Heathenism and Christianity
Being a translation of Seneca's De Providentia, and Plutarch's De sera numinis vindicta, together with notes, additional extracts from these writers and two essays on Graeco-Roman life in the first century after Christ.",65,352845,other,
61112,"A New Light of Alchymie
Taken out of the Fountaine of Nature, and Manuall Experience.  Etc.",1541,549344,natphil,nature
61113,"The Natural History of Pliny, Volume 4 (of 6)",79,1370594,other,
6130,The Iliad,-650,1161415,other,
615,Orlando Furioso,1533,1860975,other,
6150,The Iliad,-650,889311,other,
61596,The Aeneid of Virgil,-19,580701,other,
61614,"The Apostolic Tradition of Hippolytus
Translated into English with Introduction and Notes",235,232823,other,
61724,The Mesnevi,1273,824172,other,
62447,Leaves from St. John Chrysostom,407,543130,other,
626,The Love of Books: The Philobiblon of Richard de Bury,1345,164811,other,
62618,"Selected Essays of Plutarch, Vol. I.",119,609247,other,
62704,"The Natural History of Pliny, Volume 6 (of 6)",79,1579298,natphil,nature
62858,"Selected Essays of Plutarch, Vol. II.",119,760455,other,
6327,The Works of Lucian of Samosata — Volume 01,180,518265,other,
63384,Asser's Life of King Alfred,909,186657,other,
6370,The Story of the Odyssey,-650,263303,other,
63913,"The chronicles of Enguerrand de Monstrelet, Vol. 08 [of 13] : $b containing an account of the cruel civil wars between the houses of Orleans and Burgundy, of the possession of Paris and Normandy by the English, their expulsion thence, and of other memorable events that happened in the kingdom of France, as well as in other countries",1453,505373,other,
64024,Translations from Lucretius,-55,204951,other,
64576,"Minor Dialogues, Together With the Dialogue on Clemency",65,861548,other,
64948,"The chronicles of Enguerrand de Monstrelet, Vol. 06 [of 13] : $b containing an account of the cruel civil wars between the houses of Orleans and Burgundy, of the possession of Paris and Normandy by the English, their expulsion thence, and of other memorable events that happened in the kingdom of France, as well as in other countries",1453,431255,other,
6519,Songs of Kabir,1518,119680,other,
65396,"The chronicles of Enguerrand de Monstrelet, Vol. 10 [of 13] : $b containing an account of the cruel civil wars between the houses of Orleans and Burgundy, of the possession of Paris and Normandy by the English, their expulsion thence, and of other memorable events that happened in the kingdom of France, as well as in other countries",1453,547529,other,
65478,"Philosophumena; or, The refutation of all heresies, Volume I",235,518538,other,
65708,The Philosophy and Theology of Averroes,1198,319291,other,
65721,"The chronicles of Enguerrand de Monstrelet, Vol. 12 [of 13] : $b containing an account of the cruel civil wars between the houses of Orleans and Burgundy, of the possession of Paris and Normandy by the English, their expulsion thence, and of other memorable events that happened in the kingdom of France, as well as in other countries",1453,446913,other,
6585,The Works of Lucian of Samosata — Volume 02,180,548817,other,
65972,"The Plague of Athens, which hapned in the second year of the Peloponnesian Warre
First described in Greek by Thucydides; then in Latin by Lucretius. Now attempted in English",-395,73333,other,
66025,The Lady Poverty: A XIII. Century Allegory,1289,135009,other,
66399,"Virgil & Lucretius
Passages translated by William Stebbing",-55,173504,other,
66585,"The Boy's King Arthur
Sir Thomas Malory's History of King Arthur and His Knights of the Round Table",1471,494129,other,
66595,Monumentum Ancyranum: The Deeds of Augustus,14,254643,other,
67116,"Philosophumena; or, The refutation of all heresies, Volume II",235,527954,other,
674,Plutarch: Lives of the noble Grecians and Romans,119,4324061,other,
6762,Politics: A Treatise on Government,-322,604456,other,
6763,Aristotle on the art of poetry,-322,128656,other,
67799,The Book of the Courtier,1529,1158885,other,
6829,The Works of Lucian of Samosata — Volume 03,180,553319,other,
6878,"The Olynthiacs and the Phillippics of Demosthenes
Literally translated with notes",-322,219480,other,
69199,"A boke made by John Fryth, prysoner in the Tower of London
answerynge unto M. Mores letter, which he wrote agaynst the fyrste lytle treatyse that John Fryth made, concernynge the sacramente of the body and bloude of Christ",1533,296082,other,
6920,Thoughts of Marcus Aurelius,180,350846,other,
6969,The Orations of Lysias,-380,293546,other,
70092,The treatise of Lorenzo Valla on the Donation of Constantine,1457,400781,other,
7015,Buddhist Psalms translated from the Japanese of Shinran Shonin,1263,111749,other,
70258,The last age of the church,1384,96789,other,
70561,"The writings of Origen, Vol. 1 (of 2)",253,1097096,other,
70693,"The writings of Origen, Vol. 2 (of 2)",253,1534433,other,
7073,Specimens of Greek Tragedy — Aeschylus and Sophocles,-456,272052,other,
70998,"The complete works of John Gower, volume 1 : $b The French works",1408,2096183,other,
71142,A translation of Glanville,1190,567152,other,
71162,"The complete works of John Gower, volume 2 : $b The English works",1408,1577780,other,
7142,The History of the Peloponnesian War,-395,1217362,other,
71433,"The complete works of John Gower, volume 3 : $b The English works",1408,1580957,other,
71894,The retreat of the ten thousand,-355,293407,other,
72396,"The complete works of John Gower, volume 4 : $b The Latin works",1408,1124325,other,
7282,The Captivi and the Mostellaria,-184,257725,other,
73140,Some religious and moral teachings of Al-Ghazzali : $b Being brief extracts from his Ihya-u-Ulum-id-din,1111,189981,other,
73160,"The chronicles of Enguerrand de Monstrelet, Vol. 09 [of 13] : $b containing an account of the cruel civil wars between the houses of Orleans and Burgundy, of the possession of Paris and Normandy by the English, their expulsion thence, and of other memorable events that happened in the kingdom of France, as well as in other countries",1453,533081,other,
73189,Poems and translations,1374,52328,other,
73488,The Æneid of Virgil translated into English prose,-19,820559,other,
73584,The guide for the perplexed,1204,1618372,other,
73983,"The chronicles of Enguerrand de Monstrelet, Vol. 05 [of 13] : $b containing an account of the cruel civil wars between the houses of Orleans and Burgundy, of the possession of Paris and Normandy by the English, their expulsion thence, and of other memorable events that happened in the kingdom of France, as well as in other countries",1453,441713,other,
7402,C. Sallusti Crispi De Bello Catilinario Et Jugurthino,-34,503420,other,
7403,Letters of Catherine Benincasa,1380,636832,other,
74231,The story of the Iliad,-650,254155,other,
74253,"The philosophical and mathematical commentaries of Proclus on the first book of Euclid's elements (Vol. 1 of 2) : $b To which are added, A history of the restoration of Platonic theology, by the latter Platonists: And a translation from the Greek of Proclus's Theological elements",485,736110,natphil,elements
74508,The triumph of the cross,1498,409109,other,
74647,"The chronicles of Enguerrand de Monstrelet, Vol. 11 [of 13] : $b containing an account of the cruel civil wars between the houses of Orleans and Burgundy, of the possession of Paris and Normandy by the English, their expulsion thence, and of other memorable events that happened in the kingdom of France, as well as in other countries",1453,521778,other,
749,Barlaam and Ioasaph,749,487607,other,
7490,Dryden's Palamon and Arcite,1400,225846,other,
7491,"De Amicitia, Scipio's Dream",-43,178111,other,
74955,History of the Franks,594,717767,other,
7524,The Germany and the Agricola of Tacitus,117,314063,other,
75292,"Travels to Tana and Persia : $b A narrative of Italian travels in Persia, in the 15th and 16th centuries",1494,866274,other,
75391,"Ocellus Lucanus on the nature of the universe : $b Taurus, the Platonic philosopher, on the eternity of the world. Julius Firmicus Maternus of the thema mundi. Select theorems on the perpetuity of time, by Proclus.",485,177818,astro,astrolog;nature
75878,The book of filial duty,-479,90527,other,
76016,The pillow-book of Sei Shōnagon,1017,202692,other,
76195,"The Mulfuzāt Timūry = $b or, Autobiographical memoirs of the Moghul emperor Timūr",1405,507311,other,
76392,Physical science in the time of Nero : $b being a translation of the Quaestiones naturales of Seneca,65,752561,astro,comet;meteor;meteorology
76464,"The dialogues of Plato in five volumes, Vol. 2 (of 5) : $b Translated into English with analyses and introductions",-348,1319011,other,
7700,Lysistrata,-388,106828,other,
77336,Hecuba and other plays,-406,642172,other,
77359,"Letters of John Huss, written during his exile and imprisonment : $b With Martin Luther's preface; and containing a general view of the works of Huss",1415,343946,other,
77393,"The six books of Proclus, the Platonic successor, on the theology of Plato (vol. 1 of 2) : $b  translated from the Greek, to which a seventh book is added, in order to supply the deficiency of another book on this subject, which was written by Proclus, but since lost, also, a translation from the Greek of Proclus' Elements of theology, to which are added a translation of the treatise of Proclus, On providence and fate, a translation of extracts from his treatise, entitled, Ten doubts concerning providence, and a translation of extracts from his treatise on the subsistence of evil; as preserved in the Bibliotheca Gr. of Fabricus",485,1177087,natphil,elements
77548,The Philoctetes of Sophocles,-406,111056,other,
77576,The writings of the Apostolic Fathers,155,965774,other,
77585,Confessions of St. Augustine,430,119204,other,
77760,Lysistrata : $b A modern paraphrase from the Greek of Aristophanes,-388,147560,other,
77820,Select letters of Christopher Columbus : $b With other original documents relating to his four voyages to the New World,1506,783202,other,
77950,"The memoirs of Philip de Commines, Lord of Argenton, Volume 1 (of 2) : $b Containing the histories of Louis XI. and Charles VIII., Kings of France, and of Charles the Bold, Duke of Burgundy. To which is added the Scandalous chronicle, or, secret history of Louis XI., by Jean de Troyes.",1511,1061305,other,
77951,"The memoirs of Philip de Commines, Lord of Argenton, Volume 2 (of 2) : $b Containing the histories of Louis XI. and Charles VIII. Kings of France, and of Charles the Bold, Duke of Burgundy. To which is added the Scandalous Chronicle, or, secret history of Louis XI., by Jean de Troyes.",1511,1112645,other,
78000,Plutarch's Essays and Miscellanies (Vol. 5 of 5),119,1066354,other,
78013,"Arrian on coursing : $b the Cynegeticus of the younger Xenophon, translated from the Greek, with classical and practical annotations, and a brief sketch of the life and writings of the author. To which is added an appendix, containing some account of the Canes Venatici of classical antiquity",175,771589,other,
785,On the Nature of Things,-55,496604,natphil,nature
7959,"The Reign of Tiberius, Out of the First Six Annals of Tacitus;
With His Account of Germany, and Life of Agricola",117,647012,other,
7990,Conspiracy of Catiline and the Jurgurthine War,-34,585884,other,
7998,The Frogs,-388,107606,other,
806,Philoktetes,-406,94949,other,
8400,Selections from Erasmus: Principally from his Epistles,1536,301398,other,
8418,Hippolytus; The Bacchae,-406,193398,other,
8438,The Ethics of Aristotle,-322,671549,other,
8604,"The House of Atreus; Being the Agamemnon, the Libation bearers, and the Furies",-456,224143,other,
8688,"The Eleven Comedies, Volume 1",-388,544694,other,
8689,"The Eleven Comedies, Volume 2",-388,635182,other,
871,"The Golden Sayings of Epictetus, with the Hymn of Cleanthes",135,152337,other,
8714,Four Plays of Aeschylus,-456,267485,other,
8779,"The Divine Comedy by Dante, Illustrated, Hell, Volume 01",1321,32671,other,
8780,"The Divine Comedy by Dante, Illustrated, Hell, Volume 02",1321,32494,other,
8781,"The Divine Comedy by Dante, Illustrated, Hell, Volume 03",1321,31930,other,
8782,"The Divine Comedy by Dante, Illustrated, Hell, Volume 04",1321,32251,other,
8783,"The Divine Comedy by Dante, Illustrated, Hell, Volume 05",1321,44099,other,
8784,"The Divine Comedy by Dante, Illustrated, Hell, Volume 06",1321,157978,other,
8785,"The Divine Comedy by Dante, Illustrated, Hell, Volume 07",1321,126865,other,
8786,"The Divine Comedy by Dante, Illustrated, Hell, Volume 08",1321,57959,other,
8787,"The Divine Comedy by Dante, Illustrated, Hell, Volume 09",1321,39134,other,
8788,"The Divine Comedy by Dante, Illustrated, Hell, Volume 10",1321,39445,other,
8789,"The vision of hell. 
By Dante Alighieri.
Translated by Rev. Henry Francis Cary, M.A.
and illustrated with the seventy-five designs of Gustave Doré.",1321,234549,other,
8790,"The Divine Comedy by Dante, Illustrated, Purgatory, Volume 1",1321,44453,other,
8791,"The Divine Comedy by Dante, Illustrated, Purgatory, Volume 2",1321,57138,other,
8792,"The Divine Comedy by Dante, Illustrated, Purgatory, Volume 3",1321,71230,other,
8793,"The Divine Comedy by Dante, Illustrated, Purgatory, Volume 4",1321,64828,other,
8794,"The Divine Comedy by Dante, Illustrated, Purgatory, Volume 5",1321,73109,other,
8795,"The Divine Comedy by Dante, Illustrated, Purgatory, Complete",1321,234780,other,
8796,"The Divine Comedy by Dante, Illustrated, Paradise, Volume 1",1321,106790,other,
8797,"The Divine Comedy by Dante, Illustrated, Paradise, Volume 2",1321,63422,other,
8798,"The Divine Comedy by Dante, Illustrated, Paradise, Volume 3",1321,94904,other,
8799,"The Divine Comedy by Dante, Illustrated, Paradise, Complete",1321,228062,other,
8800,The divine comedy,1321,656776,other,
9060,"The Public Orations of Demosthenes, volume 1",-322,492982,other,
9061,"The Public Orations of Demosthenes, volume 2",-322,395971,other,
9074,Stories from Thucydides,-395,402398,other,
9090,Germania and Agricola,117,436532,other,
9175,"The Art of Poetry: an Epistle to the Pisos
Q. Horatii Flacci Epistola Ad Pisones, De Arte Poetica.",-8,236417,other,
9371,The Praise of Folly,1536,225938,other,
9610,"The Elegies of Tibullus
Being the Consolations of a Roman Lover Done in English Verse",-19,115569,other,
9776,"Cicero's Brutus or History of Famous Orators; also His Orator, or Accomplished Speaker.",-43,488541,other,
