title,book_id,death_year,plain_text_url,plain_text_extent_bytes
The Sufistic Quatrains of Omar Khayyam,38511,1122,https://www.gutenberg.org/files/38511/38511-0.txt,545691
True Heart/Mind,38580,606,https://www.gutenberg.org/files/38580/38580.txt,31720
"One dialogue, or Colloquye of Erasmus (entituled Diuersoria)
Translated oute of Latten into Englyshe: And Imprinted, to the ende that the Judgement of the Learned maye be hadde before the Translator procede in the reste.",39038,1536,https://www.gutenberg.org/files/39038/39038.txt,43563
Speeches against Catilina,39355,-43,https://www.gutenberg.org/files/39355/39355-0.txt,350817
Erasmus Against War,39487,1536,https://www.gutenberg.org/ebooks/39487.txt.utf-8,147400
"The Teaching of Epictetus
Being the 'Encheiridion of Epictetus,' with Selections from the 'Dissertations' and 'Fragments'",39855,135,https://www.gutenberg.org/files/39855/39855-0.txt,380715
The love letters of Abelard and Heloise,40227,1142,https://www.gutenberg.org/ebooks/40227.txt.utf-8,143408
"King Alfred's Old English Version of St. Augustine's Soliloquies
Turned into Modern English",40341,430,https://www.gutenberg.org/ebooks/40341.txt.utf-8,114335
The New Life (La Vita Nuova),41085,1321,https://www.gutenberg.org/ebooks/41085.txt.utf-8,163601
The Divine Comedy of Dante Alighieri: The Inferno,41537,1321,https://www.gutenberg.org/ebooks/41537.txt.utf-8,715585
The Adventures of Ulysses the Wanderer,41935,-650,https://www.gutenberg.org/ebooks/41935.txt.utf-8,152276
"Chaucer's Translation of Boethius's ""De Consolatione Philosophiae""",42083,524,https://www.gutenberg.org/ebooks/42083.txt.utf-8,1147177
"Plotinos: Complete Works, v. 1
In Chronological Order, Grouped in Four Periods",42930,270,https://www.gutenberg.org/ebooks/42930.txt.utf-8,521158
"Plotinos: Complete Works, v. 2
In Chronological Order, Grouped in Four Periods",42931,270,https://www.gutenberg.org/ebooks/42931.txt.utf-8,665083
"Plotinos: Complete Works, v. 3
In Chronological Order, Grouped in Four Periods",42932,270,https://www.gutenberg.org/ebooks/42932.txt.utf-8,693891
"Plotinos: Complete Works, v. 4
In Chronological Order, Grouped in Four Periods",42933,270,https://www.gutenberg.org/ebooks/42933.txt.utf-8,865793
"Chaucer's Works, Volume 5 — Notes to the Canterbury Tales",43016,1400,https://www.gutenberg.org/ebooks/43016.txt.utf-8,1539028
"Chaucer's Works, Volume 1 — Romaunt of the Rose; Minor Poems",43089,1400,https://www.gutenberg.org/ebooks/43089.txt.utf-8,1529126
"Chaucer's Works, Volume 6 —  Introduction, Glossary, and Indexes",43097,1400,https://www.gutenberg.org/ebooks/43097.txt.utf-8,1644250
"The Poet Li Po, A.D. 701-762",43274,762,https://www.gutenberg.org/ebooks/43274.txt.utf-8,74258
"The Symbolism of Churches and Church Ornaments
A Translation of the First Book of the Rationale Divinorum Officiorum",43319,1296,https://www.gutenberg.org/ebooks/43319.txt.utf-8,672673
"The Buke of the Order of Knyghthood
Translated from the French by Sir Gilbert Hay, Knight",43365,1316,https://www.gutenberg.org/ebooks/43365.txt.utf-8,289183
The Master of Game: The Oldest English Book on Hunting,43452,1391,https://www.gutenberg.org/ebooks/43452.txt.utf-8,521912
Chaucer for Children: A Golden Key,43984,1400,https://www.gutenberg.org/ebooks/43984.txt.utf-8,418015
"The Book of War: The Military Classic of the Far East
The Articles of Suntzu; The Sayings of Wutzu",44024,-381,https://www.gutenberg.org/ebooks/44024.txt.utf-8,148716
The Bruce,44292,1395,https://www.gutenberg.org/ebooks/44292.txt.utf-8,1169494
"Plutarch's Lives, Volume 4 (of 4)",44315,119,https://www.gutenberg.org/ebooks/44315.txt.utf-8,1685272
"The History of Rome, Books 37 to the End
with the Epitomes and Fragments of the Lost Books",44318,16,https://www.gutenberg.org/ebooks/44318.txt.utf-8,1729778
The Bābur-nāma in English (Memoirs of Bābur),44608,1530,https://www.gutenberg.org/ebooks/44608.txt.utf-8,2786917
"Chaucer's Works, Volume 2 — Boethius and Troilus",44833,1400,https://www.gutenberg.org/ebooks/44833.txt.utf-8,1343595
"Chaucer's Works, Volume 3 — The House of Fame; The Legend of Good Women; The Treatise on the Astrolabe; The Sources of the Canterbury Tales",45027,1400,https://www.gutenberg.org/ebooks/45027.txt.utf-8,1400311
The Enchiridion,45109,135,https://www.gutenberg.org/ebooks/45109.txt.utf-8,91729
The Persian Mystics: Jámí,45158,1492,https://www.gutenberg.org/ebooks/45158.txt.utf-8,109000
The Persian Mystics: Jalálu'd-dín Rúmí,45159,1273,https://www.gutenberg.org/ebooks/45159.txt.utf-8,126900
"The City of God, Volume I",45304,430,https://www.gutenberg.org/ebooks/45304.txt.utf-8,1357489
"The City of God, Volume II",45305,430,https://www.gutenberg.org/ebooks/45305.txt.utf-8,1435095
Writings in Connection with the Donatist Controversy,45843,430,https://www.gutenberg.org/ebooks/45843.txt.utf-8,1284282
Lucian's True History,45858,180,https://www.gutenberg.org/ebooks/45858.txt.utf-8,131540
"Two Tragedies of Seneca: Medea and The Daughters of Troy
Rendered into English Verse",46058,65,https://www.gutenberg.org/ebooks/46058.txt.utf-8,161629
"A Modest Meane to Mariage
pleasauntly set foorth by that famous Clarke Erasmus Roterodamus, and translated into Englishe by N.L.",46239,1536,https://www.gutenberg.org/ebooks/46239.txt.utf-8,75436
"The Sayings of Confucius
A New Translation of the Greater Part of the Confucian Analects",46389,-479,https://www.gutenberg.org/ebooks/46389.txt.utf-8,195650
"Le Morte Darthur
Sir Thomas Malory's Book of King Arthur and his Noble
Knights of the Round Table",46853,1471,https://www.gutenberg.org/ebooks/46853.txt.utf-8,2140716
A Treatise on Painting,46915,1519,https://www.gutenberg.org/ebooks/46915.txt.utf-8,449020
"The Anabasis of Alexander : $b or, The history of the wars and conquests of Alexander the Great",46976,175,https://www.gutenberg.org/ebooks/46976.txt.utf-8,920284
De Officiis,47001,-43,https://www.gutenberg.org/ebooks/47001.txt.utf-8,740148
The Works of Lucian of Samosata — Volume 04,47242,180,https://www.gutenberg.org/ebooks/47242.txt.utf-8,481660
Parzival: A Knightly Epic (vol. 1 of 2),47297,1219,https://www.gutenberg.org/ebooks/47297.txt.utf-8,935082
Parzival: A Knightly Epic (vol. 2 of 2),47298,1219,https://www.gutenberg.org/ebooks/47298.txt.utf-8,644378
"The Amores; or, Amours
Literally Translated into English Prose, with Copious Notes",47676,17,https://www.gutenberg.org/ebooks/47676.txt.utf-8,331494
"Ars Amatoria; or, The Art Of Love
Literally Translated into English Prose, with Copious Notes",47677,17,https://www.gutenberg.org/ebooks/47677.txt.utf-8,239551
"Remedia Amoris; or, The Remedy of Love
Literally Translated into English Prose, with Copious Notes",47678,17,https://www.gutenberg.org/ebooks/47678.txt.utf-8,87978
"Theocritus, Bion and Moschus, Rendered into English Prose",4775,-260,https://www.gutenberg.org/ebooks/4775.txt.utf-8,325932
Petrarch's Letters to Classical Authors,47859,1374,https://www.gutenberg.org/ebooks/47859.txt.utf-8,299576
"The Works of the Emperor Julian, Vol. 1",48664,363,https://www.gutenberg.org/ebooks/48664.txt.utf-8,1056245
"The Works of the Emperor Julian, Vol. 2",48768,363,https://www.gutenberg.org/ebooks/48768.txt.utf-8,1036193
"Petrarch, the First Modern Scholar and Man of Letters
A Selection from His Correspondence with Boccaccio and Other Friends, Designed to Illustrate the Beginnings of the Renaissance",48776,1374,https://www.gutenberg.org/ebooks/48776.txt.utf-8,694917
Early Lives of Charlemagne by Eginhard and the Monk of St Gall edited by Prof. A. J. Grant,48870,840,https://www.gutenberg.org/ebooks/48870.txt.utf-8,276081
"The Odysseys of Homer, together with the shorter poems",48895,-650,https://www.gutenberg.org/ebooks/48895.txt.utf-8,1024567
"The Works of Garcilasso de la Vega, Surnamed the Prince of Castilian Poets, Translated into English Verse 
With a Critical and Historical Essay on Spanish Poetry and a Life of the Author",49410,1536,https://www.gutenberg.org/ebooks/49410.txt.utf-8,561090
"Petrarch's Secret; or, the Soul's Conflict with Passion
Three Dialogues Between Himself and S. Augustine",49450,1374,https://www.gutenberg.org/ebooks/49450.txt.utf-8,302890
St John Damascene on Holy Images (πρὸς τοὺς διαβάλλοντας τᾶς ἁγίας εἰκόνας). Followed by Three Sermons on the Assumption (κοίμησις),49917,749,https://www.gutenberg.org/ebooks/49917.txt.utf-8,358827
The Notebooks of Leonardo Da Vinci — Volume 1,4998,1519,https://www.gutenberg.org/ebooks/4998.txt.utf-8,623238
The Notebooks of Leonardo Da Vinci — Volume 2,4999,1519,https://www.gutenberg.org/ebooks/4999.txt.utf-8,825605
The Notebooks of Leonardo Da Vinci — Complete,5000,1519,https://www.gutenberg.org/ebooks/5000.txt.utf-8,1433977
St. Benedict's Rule for Monasteries,50040,547,https://www.gutenberg.org/ebooks/50040.txt.utf-8,149107
Cathay,50155,762,https://www.gutenberg.org/ebooks/50155.txt.utf-8,43477
Fifteen sonnets of Petrarch,50307,1374,https://www.gutenberg.org/ebooks/50307.txt.utf-8,54983
"The Luzumiyat of Abu'l-Ala
Selected from his Luzum ma la Yalzam and Suct us-Zand",50457,1057,https://www.gutenberg.org/ebooks/50457.txt.utf-8,89526
"The Sufism of the Rubáiyát, or, the Secret of the Great Paradox",50619,1122,https://www.gutenberg.org/ebooks/50619.txt.utf-8,83015
The Iphigenia in Tauris of Euripides,5063,-406,https://www.gutenberg.org/ebooks/5063.txt.utf-8,131711
"Cicero: Letters to Atticus, Vol. 2 of 3",50692,-43,https://www.gutenberg.org/ebooks/50692.txt.utf-8,722493
"William of Malmesbury's Chronicle of the Kings of England
From the earliest period to the reign of King Stephen",50778,1143,https://www.gutenberg.org/ebooks/50778.txt.utf-8,1401353
"The chronicles of Enguerrand de Monstrelet, Vol. 01 [of 13] : $b containing an account of the cruel civil wars between the houses of Orleans and Burgundy, of the possession of Paris and Normandy by the English, their expulsion thence, and of other memorable events that happened in the kingdom of France, as well as in other countries",50839,1453,https://www.gutenberg.org/ebooks/50839.txt.utf-8,590367
"Korean folk tales : $b Imps, ghosts and fairies",51002,1498,https://www.gutenberg.org/ebooks/51002.txt.utf-8,279091
"Amadis of Gaul, Vol. 2",51099,1403,https://www.gutenberg.org/ebooks/51099.txt.utf-8,470558
"The Iliads of Homer
Translated according to the Greek",51355,-650,https://www.gutenberg.org/ebooks/51355.txt.utf-8,1012265
"Cicero: Letters to Atticus, Vol. 3 of 3",51403,-43,https://www.gutenberg.org/ebooks/51403.txt.utf-8,778296
"The Vision of Dante: A story for little children and a talk to their mothers
(Second Edition)",51732,1321,https://www.gutenberg.org/ebooks/51732.txt.utf-8,47363
The Satyricon — Volume 01: Introduction,5218,66,https://www.gutenberg.org/ebooks/5218.txt.utf-8,112622
The Satyricon — Volume 02: Dinner of Trimalchio,5219,66,https://www.gutenberg.org/ebooks/5219.txt.utf-8,128584
The Satyricon — Volume 03: Encolpius and His Companions,5220,66,https://www.gutenberg.org/ebooks/5220.txt.utf-8,66513
The Satyricon — Volume 04 : Escape by Sea,5221,66,https://www.gutenberg.org/ebooks/5221.txt.utf-8,102330
The Satyricon — Volume 05: Crotona Affairs,5222,66,https://www.gutenberg.org/ebooks/5222.txt.utf-8,78150
The Satyricon — Volume 06: Editor's Notes,5223,66,https://www.gutenberg.org/ebooks/5223.txt.utf-8,142347
The Satyricon — Volume 07: Marchena Notes,5224,66,https://www.gutenberg.org/ebooks/5224.txt.utf-8,85884
The Satyricon — Complete,5225,66,https://www.gutenberg.org/ebooks/5225.txt.utf-8,602140
"The chronicles of Enguerrand de Monstrelet, Vol. 02 [of 13] : $b containing an account of the cruel civil wars between the houses of Orleans and Burgundy, of the possession of Paris and Normandy by the English, their expulsion thence, and of other memorable events that happened in the kingdom of France, as well as in other countries",52607,1453,https://www.gutenberg.org/ebooks/52607.txt.utf-8,433785
"The Decameron (Day 1 to Day 5)
Containing an hundred pleasant Novels",52617,1375,https://www.gutenberg.org/ebooks/52617.txt.utf-8,1198957
"The Decameron (Day 6 to Day 10)
Containing an hundred pleasant Novels",52618,1375,https://www.gutenberg.org/ebooks/52618.txt.utf-8,987836
"The chronicles of Enguerrand de Monstrelet, Vol. 04 [of 13] : $b containing an account of the cruel civil wars between the houses of Orleans and Burgundy, of the possession of Paris and Normandy by the English, their expulsion thence, and of other memorable events that happened in the kingdom of France, as well as in other countries",52889,1453,https://www.gutenberg.org/ebooks/52889.txt.utf-8,463751
"The Chronicles of Enguerrand de Monstrelet, Vol. 03 [of 13] : $b containing an account of the cruel civil wars between the houses of Orleans and Burgundy, of the possession of Paris and Normandy by the English, their expulsion thence, and of other memorable events that happened in the kingdom of France, as well as in other countries",52911,1453,https://www.gutenberg.org/ebooks/52911.txt.utf-8,433040
"Amadis of Gaul, Vol. 3",52941,1403,https://www.gutenberg.org/ebooks/52941.txt.utf-8,441285
Æschylos Tragedies and Fragments,53174,-456,https://www.gutenberg.org/ebooks/53174.txt.utf-8,699002
"The republic of Cicero
Translated from the Latin; and Accompanied With a Critical and Historical Introduction.",54161,-43,https://www.gutenberg.org/ebooks/54161.txt.utf-8,224580
"The Satires, Epistles, and Art of Poetry of Horace",5419,-8,https://www.gutenberg.org/ebooks/5419.txt.utf-8,284546
The Odes and Carmen Saeculare of Horace,5432,-8,https://www.gutenberg.org/ebooks/5432.txt.utf-8,214244
Two Dramatizations from Vergil: I. Dido—the Phœnecian Queen; II. The Fall of Troy,54717,-19,https://www.gutenberg.org/ebooks/54717.txt.utf-8,131251
"Amadis of Gaul, Vol. 4",55005,1403,https://www.gutenberg.org/ebooks/55005.txt.utf-8,403572
The Republic of Plato,55201,-348,https://www.gutenberg.org/ebooks/55201.txt.utf-8,1457578
"The Meditations of the Emperor Marcus Aurelius Antoninus
A new rendering based on the Foulis translation of 1742",55317,180,https://www.gutenberg.org/ebooks/55317.txt.utf-8,252060
Lustra of Ezra Pound,55564,762,https://www.gutenberg.org/ebooks/55564.txt.utf-8,105052
"The Boys' and Girls' Herodotus
Being Parts of the History of Herodotus, Edited for Boys and Girls",55758,-430,https://www.gutenberg.org/ebooks/55758.txt.utf-8,675064
"Seneca's Morals of a Happy Life, Benefits, Anger and Clemency",56075,65,https://www.gutenberg.org/ebooks/56075.txt.utf-8,638145
The Satyricon of Petronius Arbiter,5611,66,https://www.gutenberg.org/ebooks/5611.txt.utf-8,347823
Tudor school-boy life: the dialogues of Juan Luis Vives,56286,1540,https://www.gutenberg.org/ebooks/56286.txt.utf-8,447764
The Prince,57037,1527,https://www.gutenberg.org/ebooks/57037.txt.utf-8,195732
"The Festival of Spring, from the Díván of Jeláleddín
Rendered in English Gazels after Rückert's Versions, with an Introduction and a Criticism of the Rubáiyát of Omar Khayyám",57068,1273,https://www.gutenberg.org/ebooks/57068.txt.utf-8,152702
The Book of Husbandry,57457,1538,https://www.gutenberg.org/ebooks/57457.txt.utf-8,495938
"The Natural History of Pliny, Volume 1 (of 6)",57493,79,https://www.gutenberg.org/ebooks/57493.txt.utf-8,1437451
"Plutarch's Romane Questions
With dissertations on Italian cults, myths, taboos, man-worship, aryan marriage, sympathetic magic and the eating of beans",57513,119,https://www.gutenberg.org/ebooks/57513.txt.utf-8,341478
The Orlando Innamorato,57869,1494,https://www.gutenberg.org/ebooks/57869.txt.utf-8,328757
"The Tragedies of Seneca
Translated into English Verse, to Which Have Been Appended Comparative Analyses of the Corresponding Greek and Roman Plays, and a Mythological Index",57999,65,https://www.gutenberg.org/ebooks/57999.txt.utf-8,1068087
"The chronicles of Enguerrand de Monstrelet, Vol. 07 [of 13] : $b containing an account of the cruel civil wars between the houses of Orleans and Burgundy, of the possession of Paris and Normandy by the English, their expulsion thence, and of other memorable events that happened in the kingdom of France, as well as in other countries",58083,1453,https://www.gutenberg.org/ebooks/58083.txt.utf-8,470379
A Compendium on the Soul,58186,1037,https://www.gutenberg.org/ebooks/58186.txt.utf-8,129692
"The Characters of Theophrastus
A Translation, with Introduction",58242,-287,https://www.gutenberg.org/ebooks/58242.txt.utf-8,109635
The Mirror of Alchimy,58393,1294,https://www.gutenberg.org/ebooks/58393.txt.utf-8,154246
"Cicero: Letters to Atticus, Vol. 1 of 3",58418,-43,https://www.gutenberg.org/ebooks/58418.txt.utf-8,800794
The Speeches & Table-Talk of the Prophet Mohammad,58426,632,https://www.gutenberg.org/ebooks/58426.txt.utf-8,314463
Plutarch on the Delay of the Divine Justice,58567,119,https://www.gutenberg.org/ebooks/58567.txt.utf-8,187302
"The Boys' and Girls' Pliny
Being parts of Pliny's ""Natural History"" edited for boys and girls, with an Introduction",58589,79,https://www.gutenberg.org/ebooks/58589.txt.utf-8,686040
"The Letters of S. Ambrose, Bishop of Milan",58783,397,https://www.gutenberg.org/ebooks/58783.txt.utf-8,1355466
The Confessions of Al Ghazzali,58977,1111,https://www.gutenberg.org/ebooks/58977.txt.utf-8,103231
Index of the Project Gutenberg Works of Lucius Annaeus Seneca,59025,65,https://www.gutenberg.org/ebooks/59025.txt.utf-8,25841
"Aristotle's History of Animals
In Ten Books",59058,-322,https://www.gutenberg.org/ebooks/59058.txt.utf-8,794914
"The Natural History of Pliny, Volume 3 (of 6)",59131,79,https://www.gutenberg.org/ebooks/59131.txt.utf-8,1404227
The Lyrical Dramas of Aeschylus Translated into English Verse,59225,-456,https://www.gutenberg.org/ebooks/59225.txt.utf-8,959090
Ulysses of Ithaca,59750,-650,https://www.gutenberg.org/ebooks/59750.txt.utf-8,243030
Index of the Project Gutenberg Works of Marcus Aurelius Antoninus,59784,180,https://www.gutenberg.org/ebooks/59784.txt.utf-8,61310
Index of the Project Gutenberg Works of Cornelius Tacitus,59786,117,https://www.gutenberg.org/ebooks/59786.txt.utf-8,30095
"Heimskringla; Or, The Chronicle of the Kings of Norway",598,1241,https://www.gutenberg.org/ebooks/598.txt.utf-8,1748902
"The Poetical Works of John Skelton, Volume 1 (of 2)",59997,1529,https://www.gutenberg.org/ebooks/59997.txt.utf-8,881377
"The Poetical Works of John Skelton, Volume 2 (of 2)",59998,1529,https://www.gutenberg.org/ebooks/59998.txt.utf-8,1035955
Pharsalia; Dramatic Episodes of the Civil Wars,602,65,https://www.gutenberg.org/ebooks/602.txt.utf-8,506595
"The Natural History of Pliny, Volume 2 (of 6)",60230,79,https://www.gutenberg.org/ebooks/60230.txt.utf-8,1551694
Memoirs or Chronicle of the Fourth Crusade and the Conquest of Constantinople,6032,1212,https://www.gutenberg.org/ebooks/6032.txt.utf-8,319012
"The Following of Christ, in Four Books
Translated from the Original Latin of Thomas a Kempis",60377,1471,https://www.gutenberg.org/ebooks/60377.txt.utf-8,388429
"The epistle of Othea to Hector; or, The boke of knyghthode",60567,1430,https://www.gutenberg.org/ebooks/60567.txt.utf-8,371556
"The Natural History of Pliny, Volume 5 (of 6)",60688,79,https://www.gutenberg.org/ebooks/60688.txt.utf-8,1368572
"The Book of the Lover and the Beloved
Translated from the Catalan of Ramón Lull with an Introductory Essay by E. Allison Peers",60704,1316,https://www.gutenberg.org/ebooks/60704.txt.utf-8,153443
"Between Heathenism and Christianity
Being a translation of Seneca's De Providentia, and Plutarch's De sera numinis vindicta, together with notes, additional extracts from these writers and two essays on Graeco-Roman life in the first century after Christ.",60831,65,https://www.gutenberg.org/ebooks/60831.txt.utf-8,352845
"A New Light of Alchymie
Taken out of the Fountaine of Nature, and Manuall Experience.  Etc.",61112,1541,https://www.gutenberg.org/ebooks/61112.txt.utf-8,549344
"The Natural History of Pliny, Volume 4 (of 6)",61113,79,https://www.gutenberg.org/ebooks/61113.txt.utf-8,1370594
The Iliad,6130,-650,https://www.gutenberg.org/ebooks/6130.txt.utf-8,1161415
Orlando Furioso,615,1533,https://www.gutenberg.org/ebooks/615.txt.utf-8,1860975
The Iliad,6150,-650,https://www.gutenberg.org/ebooks/6150.txt.utf-8,889311
The Aeneid of Virgil,61596,-19,https://www.gutenberg.org/ebooks/61596.txt.utf-8,580701
"The Apostolic Tradition of Hippolytus
Translated into English with Introduction and Notes",61614,235,https://www.gutenberg.org/ebooks/61614.txt.utf-8,232823
The Mesnevi,61724,1273,https://www.gutenberg.org/ebooks/61724.txt.utf-8,824172
Leaves from St. John Chrysostom,62447,407,https://www.gutenberg.org/ebooks/62447.txt.utf-8,543130
The Love of Books: The Philobiblon of Richard de Bury,626,1345,https://www.gutenberg.org/ebooks/626.txt.utf-8,164811
"Selected Essays of Plutarch, Vol. I.",62618,119,https://www.gutenberg.org/ebooks/62618.txt.utf-8,609247
"The Natural History of Pliny, Volume 6 (of 6)",62704,79,https://www.gutenberg.org/ebooks/62704.txt.utf-8,1579298
"Selected Essays of Plutarch, Vol. II.",62858,119,https://www.gutenberg.org/ebooks/62858.txt.utf-8,760455
The Works of Lucian of Samosata — Volume 01,6327,180,https://www.gutenberg.org/ebooks/6327.txt.utf-8,518265
Asser's Life of King Alfred,63384,909,https://www.gutenberg.org/ebooks/63384.txt.utf-8,186657
The Story of the Odyssey,6370,-650,https://www.gutenberg.org/ebooks/6370.txt.utf-8,263303
"The chronicles of Enguerrand de Monstrelet, Vol. 08 [of 13] : $b containing an account of the cruel civil wars between the houses of Orleans and Burgundy, of the possession of Paris and Normandy by the English, their expulsion thence, and of other memorable events that happened in the kingdom of France, as well as in other countries",63913,1453,https://www.gutenberg.org/ebooks/63913.txt.utf-8,505373
Translations from Lucretius,64024,-55,https://www.gutenberg.org/ebooks/64024.txt.utf-8,204951
"Minor Dialogues, Together With the Dialogue on Clemency",64576,65,https://www.gutenberg.org/ebooks/64576.txt.utf-8,861548
"The chronicles of Enguerrand de Monstrelet, Vol. 06 [of 13] : $b containing an account of the cruel civil wars between the houses of Orleans and Burgundy, of the possession of Paris and Normandy by the English, their expulsion thence, and of other memorable events that happened in the kingdom of France, as well as in other countries",64948,1453,https://www.gutenberg.org/ebooks/64948.txt.utf-8,431255
Songs of Kabir,6519,1518,https://www.gutenberg.org/ebooks/6519.txt.utf-8,119680
"The chronicles of Enguerrand de Monstrelet, Vol. 10 [of 13] : $b containing an account of the cruel civil wars between the houses of Orleans and Burgundy, of the possession of Paris and Normandy by the English, their expulsion thence, and of other memorable events that happened in the kingdom of France, as well as in other countries",65396,1453,https://www.gutenberg.org/ebooks/65396.txt.utf-8,547529
"Philosophumena; or, The refutation of all heresies, Volume I",65478,235,https://www.gutenberg.org/ebooks/65478.txt.utf-8,518538
The Philosophy and Theology of Averroes,65708,1198,https://www.gutenberg.org/ebooks/65708.txt.utf-8,319291
"The chronicles of Enguerrand de Monstrelet, Vol. 12 [of 13] : $b containing an account of the cruel civil wars between the houses of Orleans and Burgundy, of the possession of Paris and Normandy by the English, their expulsion thence, and of other memorable events that happened in the kingdom of France, as well as in other countries",65721,1453,https://www.gutenberg.org/ebooks/65721.txt.utf-8,446913
The Works of Lucian of Samosata — Volume 02,6585,180,https://www.gutenberg.org/ebooks/6585.txt.utf-8,548817
"The Plague of Athens, which hapned in the second year of the Peloponnesian Warre
First described in Greek by Thucydides; then in Latin by Lucretius. Now attempted in English",65972,-395,https://www.gutenberg.org/ebooks/65972.txt.utf-8,73333
The Lady Poverty: A XIII. Century Allegory,66025,1289,https://www.gutenberg.org/ebooks/66025.txt.utf-8,135009
"Virgil & Lucretius
Passages translated by William Stebbing",66399,-55,https://www.gutenberg.org/ebooks/66399.txt.utf-8,173504
"The Boy's King Arthur
Sir Thomas Malory's History of King Arthur and His Knights of the Round Table",66585,1471,https://www.gutenberg.org/ebooks/66585.txt.utf-8,494129
Monumentum Ancyranum: The Deeds of Augustus,66595,14,https://www.gutenberg.org/ebooks/66595.txt.utf-8,254643
"Philosophumena; or, The refutation of all heresies, Volume II",67116,235,https://www.gutenberg.org/ebooks/67116.txt.utf-8,527954
Plutarch: Lives of the noble Grecians and Romans,674,119,https://www.gutenberg.org/ebooks/674.txt.utf-8,4324061
Politics: A Treatise on Government,6762,-322,https://www.gutenberg.org/ebooks/6762.txt.utf-8,604456
Aristotle on the art of poetry,6763,-322,https://www.gutenberg.org/ebooks/6763.txt.utf-8,128656
The Book of the Courtier,67799,1529,https://www.gutenberg.org/ebooks/67799.txt.utf-8,1158885
The Works of Lucian of Samosata — Volume 03,6829,180,https://www.gutenberg.org/ebooks/6829.txt.utf-8,553319
"The Olynthiacs and the Phillippics of Demosthenes
Literally translated with notes",6878,-322,https://www.gutenberg.org/ebooks/6878.txt.utf-8,219480
"A boke made by John Fryth, prysoner in the Tower of London
answerynge unto M. Mores letter, which he wrote agaynst the fyrste lytle treatyse that John Fryth made, concernynge the sacramente of the body and bloude of Christ",69199,1533,https://www.gutenberg.org/ebooks/69199.txt.utf-8,296082
Thoughts of Marcus Aurelius,6920,180,https://www.gutenberg.org/ebooks/6920.txt.utf-8,350846
The Orations of Lysias,6969,-380,https://www.gutenberg.org/ebooks/6969.txt.utf-8,293546
The treatise of Lorenzo Valla on the Donation of Constantine,70092,1457,https://www.gutenberg.org/ebooks/70092.txt.utf-8,400781
Buddhist Psalms translated from the Japanese of Shinran Shonin,7015,1263,https://www.gutenberg.org/ebooks/7015.txt.utf-8,111749
The last age of the church,70258,1384,https://www.gutenberg.org/ebooks/70258.txt.utf-8,96789
"The writings of Origen, Vol. 1 (of 2)",70561,253,https://www.gutenberg.org/ebooks/70561.txt.utf-8,1097096
"The writings of Origen, Vol. 2 (of 2)",70693,253,https://www.gutenberg.org/ebooks/70693.txt.utf-8,1534433
Specimens of Greek Tragedy — Aeschylus and Sophocles,7073,-456,https://www.gutenberg.org/ebooks/7073.txt.utf-8,272052
"The complete works of John Gower, volume 1 : $b The French works",70998,1408,https://www.gutenberg.org/ebooks/70998.txt.utf-8,2096183
A translation of Glanville,71142,1190,https://www.gutenberg.org/ebooks/71142.txt.utf-8,567152
"The complete works of John Gower, volume 2 : $b The English works",71162,1408,https://www.gutenberg.org/ebooks/71162.txt.utf-8,1577780
The History of the Peloponnesian War,7142,-395,https://www.gutenberg.org/ebooks/7142.txt.utf-8,1217362
"The complete works of John Gower, volume 3 : $b The English works",71433,1408,https://www.gutenberg.org/ebooks/71433.txt.utf-8,1580957
The retreat of the ten thousand,71894,-355,https://www.gutenberg.org/ebooks/71894.txt.utf-8,293407
"The complete works of John Gower, volume 4 : $b The Latin works",72396,1408,https://www.gutenberg.org/ebooks/72396.txt.utf-8,1124325
The Captivi and the Mostellaria,7282,-184,https://www.gutenberg.org/ebooks/7282.txt.utf-8,257725
Some religious and moral teachings of Al-Ghazzali : $b Being brief extracts from his Ihya-u-Ulum-id-din,73140,1111,https://www.gutenberg.org/ebooks/73140.txt.utf-8,189981
"The chronicles of Enguerrand de Monstrelet, Vol. 09 [of 13] : $b containing an account of the cruel civil wars between the houses of Orleans and Burgundy, of the possession of Paris and Normandy by the English, their expulsion thence, and of other memorable events that happened in the kingdom of France, as well as in other countries",73160,1453,https://www.gutenberg.org/ebooks/73160.txt.utf-8,533081
Poems and translations,73189,1374,https://www.gutenberg.org/ebooks/73189.txt.utf-8,52328
The Æneid of Virgil translated into English prose,73488,-19,https://www.gutenberg.org/ebooks/73488.txt.utf-8,820559
The guide for the perplexed,73584,1204,https://www.gutenberg.org/ebooks/73584.txt.utf-8,1618372
"The chronicles of Enguerrand de Monstrelet, Vol. 05 [of 13] : $b containing an account of the cruel civil wars between the houses of Orleans and Burgundy, of the possession of Paris and Normandy by the English, their expulsion thence, and of other memorable events that happened in the kingdom of France, as well as in other countries",73983,1453,https://www.gutenberg.org/ebooks/73983.txt.utf-8,441713
C. Sallusti Crispi De Bello Catilinario Et Jugurthino,7402,-34,https://www.gutenberg.org/ebooks/7402.txt.utf-8,503420
Letters of Catherine Benincasa,7403,1380,https://www.gutenberg.org/ebooks/7403.txt.utf-8,636832
The story of the Iliad,74231,-650,https://www.gutenberg.org/ebooks/74231.txt.utf-8,254155
